match_id,date,queue_id,game_mode,game_type,patch,role,champion,win,kills,deaths,assists,team_kills,team_deaths,team_assists,cs,cs_per_min,vision_score,vision_score_per_min,wards_placed,wards_killed,control_wards_bought,gold_earned,total_damage_to_champions,game_duration_seconds,game_duration_min
JP1_590607790,2026-06-30 23:38:16,400,CLASSIC,MATCHED_GAME,16.13.791.5903,UTILITY,Morgana,True,0,10,16,34,26,47,46,1.36,74,2.18,36,3,9,9177,21110,2034,33.9
JP1_590492429,2026-06-30 01:16:28,400,CLASSIC,MATCHED_GAME,16.13.791.5903,UTILITY,Nami,True,1,6,21,36,23,48,35,0.91,116,3.01,52,7,17,10760,11535,2310,38.5
JP1_590484680,2026-06-30 00:34:32,400,CLASSIC,MATCHED_GAME,16.13.791.5903,UTILITY,Nami,True,1,5,16,24,25,42,44,1.18,112,3.0,40,10,12,10438,9847,2237,37.28
JP1_589739996,2026-06-26 00:50:56,420,CLASSIC,MATCHED_GAME,16.13.790.6961,UTILITY,Nami,False,0,2,3,10,26,9,22,0.94,29,1.24,18,0,5,5334,5859,1406,23.43
JP1_589731144,2026-06-26 00:06:40,400,CLASSIC,MATCHED_GAME,16.13.790.6961,UTILITY,Seraphine,True,1,6,17,34,24,52,29,1.0,65,2.25,34,2,9,8334,10450,1736,28.93
JP1_589555264,2026-06-25 02:07:56,400,CLASSIC,MATCHED_GAME,16.13.789.3741,UTILITY,Zyra,True,4,6,11,32,27,50,38,0.9,135,3.18,62,6,15,11772,16503,2547,42.45
JP1_589550525,2026-06-25 01:33:19,400,CLASSIC,MATCHED_GAME,16.13.789.3741,UTILITY,Morgana,False,7,5,15,30,35,48,57,1.85,68,2.2,36,0,11,11933,24674,1852,30.87
JP1_589542931,2026-06-25 00:47:59,400,CLASSIC,MATCHED_GAME,16.13.789.3741,JUNGLE,Nocturne,True,1,11,12,35,41,55,183,5.12,15,0.42,2,4,0,11442,12754,2145,35.75
JP1_589536132,2026-06-25 00:08:31,400,CLASSIC,MATCHED_GAME,16.13.789.3741,BOTTOM,Caitlyn,False,2,16,4,21,49,25,158,5.19,21,0.69,11,2,1,11169,10747,1828,30.47
JP1_589526185,2026-06-24 23:33:15,400,CLASSIC,MATCHED_GAME,16.13.789.3741,JUNGLE,Nocturne,True,8,3,10,36,19,59,190,6.4,20,0.67,3,5,1,12465,13887,1782,29.7
JP1_589508997,2026-06-24 22:39:11,400,CLASSIC,MATCHED_GAME,16.13.789.3741,UTILITY,Morgana,True,3,3,10,29,15,44,60,1.86,88,2.73,37,6,13,10002,14660,1937,32.28
JP1_589230849,2026-06-23 01:16:06,400,CLASSIC,MATCHED_GAME,16.12.788.4269,UTILITY,Morgana,False,3,2,2,9,15,7,22,1.21,33,1.81,16,0,7,5361,8466,1094,18.23
JP1_589224760,2026-06-23 00:38:08,400,CLASSIC,MATCHED_GAME,16.12.788.4269,UTILITY,Morgana,True,4,8,14,42,39,48,58,1.73,85,2.53,43,3,12,11257,22843,2016,33.6
JP1_589223792,2026-06-23 00:29:33,400,CLASSIC,MATCHED_GAME,16.12.788.4269,UTILITY,Seraphine,False,0,0,0,0,0,0,3,0.89,0,0.0,2,0,2,974,1066,203,3.38
JP1_588543292,2026-06-19 01:54:04,400,CLASSIC,MATCHED_GAME,16.12.788.4269,UTILITY,Seraphine,False,2,11,11,20,38,29,23,0.85,43,1.58,19,2,6,8122,11551,1630,27.17
JP1_588538442,2026-06-19 01:14:50,400,CLASSIC,MATCHED_GAME,16.12.788.4269,UTILITY,Seraphine,False,4,7,9,19,43,25,57,1.66,64,1.87,24,4,7,10006,14894,2056,34.27
JP1_588531273,2026-06-19 00:35:17,400,CLASSIC,MATCHED_GAME,16.12.788.4269,UTILITY,Senna,True,5,5,6,29,22,27,41,1.32,85,2.74,31,5,9,9811,13142,1862,31.03
JP1_588523467,2026-06-18 23:55:50,400,CLASSIC,MATCHED_GAME,16.12.788.4269,BOTTOM,Ashe,False,2,10,3,22,37,17,154,4.56,35,1.04,13,2,2,10559,15898,2026,33.77
JP1_588381904,2026-06-18 00:44:42,420,CLASSIC,MATCHED_GAME,16.12.788.4269,UTILITY,Braum,True,1,8,14,38,33,62,32,0.76,111,2.64,46,8,13,11283,6085,2526,42.1
JP1_588372720,2026-06-17 23:57:38,400,CLASSIC,MATCHED_GAME,16.12.788.4269,UTILITY,Rakan,True,0,2,10,21,10,34,42,1.29,78,2.39,28,7,8,8817,6670,1958,32.63
JP1_588241158,2026-06-17 01:58:55,400,CLASSIC,MATCHED_GAME,16.12.786.9679,MIDDLE,Lissandra,True,4,6,7,36,16,39,143,5.2,23,0.84,12,2,5,9297,18804,1649,27.48
JP1_588237043,2026-06-17 01:30:07,400,CLASSIC,MATCHED_GAME,16.12.786.9679,UTILITY,Morgana,False,1,5,4,9,26,10,51,2.06,62,2.5,25,6,10,7181,11216,1486,24.77
JP1_587939709,2026-06-15 03:10:28,400,CLASSIC,MATCHED_GAME,16.12.786.9679,JUNGLE,Nocturne,False,3,6,3,9,23,10,111,3.99,17,0.61,6,3,5,8345,9121,1670,27.83
JP1_587937088,2026-06-15 02:27:52,400,CLASSIC,MATCHED_GAME,16.12.786.9679,UTILITY,Morgana,False,1,10,12,33,36,35,75,2.07,105,2.9,40,11,13,10306,16795,2169,36.15
JP1_587934023,2026-06-15 01:57:23,400,CLASSIC,MATCHED_GAME,16.12.786.9679,JUNGLE,Nocturne,False,1,6,7,12,30,16,109,4.69,13,0.56,6,0,0,7604,9843,1393,23.22
JP1_587930135,2026-06-15 01:27:22,400,CLASSIC,MATCHED_GAME,16.12.786.9679,JUNGLE,Pantheon,False,2,9,3,10,31,14,105,4.46,16,0.68,2,0,2,7112,8607,1413,23.55
JP1_587918620,2026-06-15 00:24:35,400,CLASSIC,MATCHED_GAME,16.12.786.9679,UTILITY,Karma,True,2,6,16,32,17,39,45,1.39,80,2.47,31,2,10,9819,12892,1946,32.43
JP1_587909911,2026-06-14 23:46:55,400,CLASSIC,MATCHED_GAME,16.12.786.9679,BOTTOM,Ashe,False,13,7,5,24,40,27,186,5.96,28,0.9,13,2,2,14219,30791,1874,31.23
JP1_587717653,2026-06-14 01:41:53,420,CLASSIC,MATCHED_GAME,16.12.786.9679,UTILITY,Morgana,False,3,9,8,29,35,37,99,2.29,87,2.02,42,7,10,11902,27597,2589,43.15
JP1_587705855,2026-06-14 00:52:58,420,CLASSIC,MATCHED_GAME,16.12.786.9679,UTILITY,Morgana,True,3,2,18,40,25,50,62,1.97,78,2.48,29,4,7,10322,17312,1886,31.43
JP1_587697101,2026-06-14 00:14:23,420,CLASSIC,MATCHED_GAME,16.12.786.9679,UTILITY,Nami,True,3,5,10,37,24,33,44,1.56,53,1.88,22,5,7,9582,5496,1692,28.2
JP1_587686624,2026-06-13 23:45:21,400,CLASSIC,MATCHED_GAME,16.12.786.9679,UTILITY,Janna,True,0,0,2,14,2,7,23,1.5,23,1.5,9,2,4,3744,2577,922,15.37
JP1_587676299,2026-06-13 23:05:32,400,CLASSIC,MATCHED_GAME,16.12.786.9679,UTILITY,Milio,False,0,5,5,13,27,19,31,0.93,66,1.99,30,4,11,7340,3691,1990,33.17
JP1_587147991,2026-06-11 01:08:14,420,CLASSIC,MATCHED_GAME,16.12.785.1316,UTILITY,Leona,False,0,4,1,5,11,3,20,0.97,32,1.55,14,2,4,4340,1570,1242,20.7
JP1_587143693,2026-06-11 00:34:35,420,CLASSIC,MATCHED_GAME,16.12.785.1316,UTILITY,Morgana,False,5,7,5,23,39,19,72,2.51,79,2.75,31,6,10,10464,12120,1724,28.73
JP1_587137971,2026-06-11 00:09:17,420,CLASSIC,MATCHED_GAME,16.12.785.1316,UTILITY,Nami,True,1,1,17,30,6,30,23,1.15,52,2.59,22,5,10,7003,5317,1204,20.07
JP1_587124674,2026-06-10 23:27:53,400,CLASSIC,MATCHED_GAME,16.12.785.1316,UTILITY,Morgana,True,4,1,14,32,13,39,71,2.5,66,2.33,26,4,8,9980,18616,1702,28.37
JP1_586988955,2026-06-10 00:49:00,400,CLASSIC,MATCHED_GAME,16.11.782.9736,BOTTOM,Ashe,True,6,6,10,30,16,46,145,5.33,35,1.29,12,6,3,11184,15851,1632,27.2
JP1_586313675,2026-06-06 02:58:51,400,CLASSIC,MATCHED_GAME,16.11.782.9736,UTILITY,Morgana,True,3,3,11,20,24,31,64,1.74,100,2.72,43,3,11,11349,28093,2207,36.78
JP1_586308328,2026-06-06 02:15:04,400,CLASSIC,MATCHED_GAME,16.11.782.9736,BOTTOM,Ashe,False,9,10,12,36,43,59,194,5.07,37,0.97,16,5,5,15074,37316,2295,38.25
JP1_586125297,2026-06-04 23:49:14,400,CLASSIC,MATCHED_GAME,16.11.782.9736,UTILITY,Braum,True,2,4,28,42,24,96,36,0.9,78,1.94,37,3,7,11959,12047,2413,40.22
JP1_586089933,2026-06-04 21:40:04,400,CLASSIC,MATCHED_GAME,16.11.782.9736,UTILITY,Seraphine,False,3,3,28,38,36,61,83,2.3,86,2.38,27,7,9,12131,20308,2166,36.1
JP1_586084566,2026-06-04 21:17:24,400,CLASSIC,MATCHED_GAME,16.11.782.9736,UTILITY,Milio,True,0,0,6,19,6,11,23,1.22,33,1.75,16,4,6,4891,3044,1131,18.85
JP1_585987767,2026-06-04 01:06:27,420,CLASSIC,MATCHED_GAME,16.11.782.9736,UTILITY,Seraphine,True,1,3,14,43,21,47,42,1.17,95,2.64,42,5,14,10118,10497,2163,36.05
JP1_585981782,2026-06-04 00:31:09,420,CLASSIC,MATCHED_GAME,16.11.782.9736,UTILITY,Morgana,False,3,12,5,20,41,27,58,1.89,63,2.06,29,4,8,9522,13490,1837,30.62
JP1_585973881,2026-06-03 23:53:57,420,CLASSIC,MATCHED_GAME,16.11.782.9736,UTILITY,Janna,False,2,5,2,11,26,8,40,1.19,71,2.11,38,6,8,8088,4788,2021,33.68
JP1_585954953,2026-06-03 22:44:02,400,CLASSIC,MATCHED_GAME,16.11.782.9736,UTILITY,Seraphine,True,6,4,20,42,23,49,74,2.08,84,2.36,33,1,8,12129,20293,2133,35.55
JP1_585779279,2026-06-02 22:49:11,400,CLASSIC,MATCHED_GAME,16.11.782.1492,UTILITY,Milio,True,3,4,21,37,29,67,65,1.6,107,2.64,45,6,10,11827,9216,2430,40.5
JP1_585641326,2026-06-01 23:56:06,400,CLASSIC,MATCHED_GAME,16.11.781.1789,UTILITY,Morgana,True,4,9,14,31,38,44,63,1.81,96,2.75,35,6,10,11456,31823,2093,34.88
JP1_585630522,2026-06-01 23:20:26,400,CLASSIC,MATCHED_GAME,16.11.781.1789,UTILITY,Seraphine,True,2,4,14,28,16,52,39,1.67,56,2.39,20,6,7,7700,10029,1403,23.38
JP1_585625679,2026-06-01 23:01:06,400,CLASSIC,MATCHED_GAME,16.11.781.1789,UTILITY,Morgana,False,2,1,2,7,9,6,20,1.35,19,1.29,10,2,6,4492,5237,887,14.78
